customer_id,bal_mean,bal_std,bal_min,bal_max,bal_last,bal_trend,fhs_mean,fhs_std,fhs_last,runway_mean,runway_last,vel_mean,vel_max,segment,bal_cv
NW000033,9528.224222222223,681.4430412033311,8959.56,11986.79,9337.33,2.6980947442070535,75.59666666666666,8.68550969440973,85.5,45.69888888888889,44.3,0.987,1.69,stable_salaried,0.07151836746390099
NW000034,1563.8182222222224,662.5603445276695,1082.95,4095.14,1419.13,3.624819195785476,32.03777777777778,10.628608603619703,19.3,19.38222222222222,9.5,1.0304444444444445,1.86,sme_distressed,0.4236811766946645
NW000035,969.8091111111112,815.2363775522989,76.44,3623.19,1068.45,9.003313495493263,25.878888888888888,12.291492393863916,26.6,16.058888888888887,15.4,1.0243333333333333,1.83,sme_distressed,0.8406153006938467
NW000036,6979.238888888889,743.994978019242,5809.49,9947.66,6019.92,-11.34940527637157,52.73777777777777,12.799926068762769,54.7,32.13777777777778,35.0,0.9673333333333334,1.6,sme_seasonal,0.10660116237082805
NW000037,1642.418,781.296621557158,672.44,4340.56,2010.15,13.551422150882818,36.73111111111111,12.893920215622614,31.8,22.927777777777777,19.7,0.9922222222222222,1.45,stretched_salaried,0.4756990130144446
NW000038,9964.81988888889,781.8232425217211,9361.85,12539.08,9956.09,2.611286249331146,77.88,7.747289486137876,70.1,47.021111111111104,40.3,0.9558888888888889,1.54,stable_salaried,0.07845834156957322
NW000039,6352.788666666666,630.5202240796748,5825.63,9085.25,5927.56,-4.76486759682267,66.22666666666666,9.138765436746104,70.7,40.47666666666667,50.2,1.0096666666666667,1.68,young_professional,0.0992509364254535
NW000040,2606.4262222222223,798.4491219838642,1697.24,5482.31,2870.03,10.211735605218742,44.33777777777778,14.704746445959213,51.8,25.544444444444444,28.3,1.0052222222222222,1.46,gig_worker,0.30633866217901673
NW000041,9322.411666666667,769.1403173370711,8686.33,11824.62,8694.26,-5.090800263407011,76.46111111111111,6.419189882809243,76.1,46.19555555555556,43.4,1.0121111111111112,1.88,stable_salaried,0.08250443606639031
NW000042,6266.051111111111,678.2752813768473,5515.34,9249.3,5555.45,-10.908241017409589,56.309999999999995,16.397197965615813,22.0,33.41555555555556,14.7,0.9908888888888889,1.69,freelancer,0.10824604992035788
NW000043,9362.511777777778,694.3719201132408,8719.3,12247.19,9462.12,5.950733670823534,78.00111111111111,6.991238408314913,71.8,47.09111111111111,44.4,1.0278888888888889,1.61,stable_salaried,0.07416513181445121
NW000044,3967.351333333333,596.3980045034773,3341.77,6910.43,3341.77,-10.422914433880733,51.46777777777778,10.925640677769218,41.1,30.11,25.1,1.0425555555555555,1.62,sme_distressed,0.15032649099982506
NW000045,1372.3904444444445,695.2843809451764,835.6,4118.69,919.93,-5.181302053751498,35.98,12.34501400511627,39.6,21.893333333333334,25.5,1.0361111111111112,1.54,stretched_salaried,0.5066228665171402
NW000046,4166.600444444444,686.0892604111256,3278.62,6739.02,4364.31,11.66915734452813,60.26555555555555,10.060492997403827,68.3,36.53333333333333,37.9,0.982,1.5,young_professional,0.16466403955913886
NW000047,2252.7714444444446,705.391877722105,1379.85,5018.1,2657.0,11.576691196444004,42.14777777777778,13.215357322582904,17.4,25.477777777777778,9.2,1.0118888888888888,1.53,stretched_salaried,0.3131218124509127
NW000048,2628.700777777778,667.6986366453355,1854.74,5339.73,2991.57,7.8141173807466,46.861111111111114,14.465749509234564,17.9,28.03777777777778,10.0,0.9943333333333333,1.75,freelancer,0.25400328644851966
NW000049,3790.4370000000004,680.7708549681344,2983.19,6678.89,3183.1,-10.83003341976378,49.46333333333333,15.191041490728463,51.1,29.35111111111111,30.4,0.9535555555555555,1.49,freelancer,0.1796022081274888
NW000050,10023.012222222222,597.905069040036,9447.78,11936.4,10149.03,5.568650286043538,77.49777777777778,7.360171861967823,71.8,47.23888888888889,48.7,1.0018888888888888,1.6,stable_salaried,0.059653231561905974
NW000051,1694.4085555555555,746.541044516193,1092.46,4280.27,1120.08,-7.751324772605669,33.58222222222222,12.586577278613593,27.4,19.88111111111111,19.1,0.9974444444444444,1.73,sme_distressed,0.4405909319027372
NW000052,10553.702888888889,895.643866056729,8835.65,13655.53,9811.34,-13.816037700127653,67.64,9.5662069080039,72.9,40.81777777777778,44.4,0.9846666666666667,1.56,near_retiree,0.08486536673300492
NW000053,2068.8795555555557,766.4839147060892,1291.24,4476.72,1309.8,-10.388242334444595,34.50666666666667,12.298513658253468,43.9,20.808888888888887,29.9,1.0010000000000001,1.9,sme_distressed,0.3704826183079882
NW000054,4916.743888888889,619.7050075707812,4206.54,7262.5,5003.27,2.392666831296051,49.092222222222226,12.603648729569427,77.7,28.925555555555558,33.6,0.9798888888888888,1.53,sme_seasonal,0.12603971684822193
NW000055,466.8828888888889,730.4765691698587,-28.76,3213.82,314.03,0.7069223360908733,47.02777777777778,9.695163021707174,54.3,28.67888888888889,44.4,1.04,1.63,young_professional,1.5645820109370108
NW000056,456.0493333333334,777.4599353683258,-385.65,3456.13,806.89,13.225813227970526,19.834444444444443,11.06615612964334,22.8,12.192222222222222,9.1,0.9953333333333333,1.61,sme_distressed,1.7047715642642296
NW000057,7582.074666666666,697.3104494053471,6648.89,10008.4,8067.72,10.652313125077116,74.06222222222223,8.386419972196862,78.4,45.2,49.6,0.9986666666666666,1.65,stable_salaried,0.09196829101023718
NW000058,11165.092222222223,740.1853071106066,10210.85,14356.01,10222.1,-17.15175338519156,78.51555555555555,7.572761821026891,71.2,46.44555555555556,40.8,0.9308888888888889,1.49,stable_salaried,0.06629459859161693
NW000059,9948.834777777778,776.1914374807852,8975.6,13216.95,8975.6,-15.937861546693048,77.71555555555555,8.707041075740472,64.8,46.583333333333336,36.7,1.0016666666666667,1.6,stable_salaried,0.07801832624806734
NW000060,2655.252555555556,682.0324229575201,2207.66,5253.31,2469.6,-2.4547721117833494,42.02,14.344487254926246,49.1,25.783333333333335,26.9,0.9848888888888889,1.6,stretched_salaried,0.25686160118008783
NW000061,2578.9502222222222,652.6081866262751,1923.09,5038.37,2102.82,-5.8648489937029336,43.63444444444444,14.79190608552347,33.7,25.702222222222222,24.4,0.9613333333333333,1.52,gig_worker,0.2530518739768221
NW000062,504.6235555555556,811.5096838267052,-426.75,3528.79,888.94,12.89184969337778,30.954444444444444,9.88874244866252,36.6,18.427777777777777,18.2,1.0355555555555556,1.54,stretched_salaried,1.608148638509927
NW000063,4144.6211111111115,729.8099892629346,3133.94,6321.53,3496.42,-11.707099312672376,50.95111111111112,14.19007601031534,82.0,30.773333333333333,48.4,1.0054444444444444,1.52,sme_seasonal,0.17608605701168262
NW000064,3454.6976666666665,740.6256570274242,2546.22,5878.45,2661.02,-13.52906786846113,45.12777777777778,13.368998414307173,44.7,26.405555555555555,26.0,1.0306666666666666,1.58,gig_worker,0.21438219158032185
NW000065,2230.940222222222,834.8868484350663,1393.77,4937.98,1403.71,-11.707637486109402,39.58111111111111,13.073808575226765,40.5,23.79888888888889,25.0,0.9951111111111112,1.45,stretched_salaried,0.3742309364091531
NW000066,2939.5293333333334,685.0939204353867,2333.33,5309.1,2715.34,0.7351977610404682,45.82111111111111,13.29820038888801,64.3,27.605555555555554,34.5,1.0093333333333334,1.59,freelancer,0.23306245413734716
NW000067,7186.407888888889,675.8854473024765,6641.19,9757.7,6867.61,-2.3444544593982863,74.58111111111111,7.71703055257094,85.4,44.95666666666666,44.8,1.0212222222222223,1.85,stable_salaried,0.09405052673777149
NW000068,3033.090111111111,777.6937409981053,1885.55,5786.29,3516.45,16.33536181421573,48.82111111111111,15.421162275995014,38.6,30.015555555555558,18.1,0.9971111111111111,1.47,sme_seasonal,0.25640311118656905
NW000069,7501.267111111111,759.38153095651,7017.88,10118.62,7287.8,-0.7600469193727483,73.57111111111111,7.336291878520197,64.1,44.025555555555556,30.3,0.9977777777777778,1.79,stable_salaried,0.10123376753664595
NW000070,1982.3434444444445,858.039052187611,1011.6,5243.83,1011.6,-15.039694530188918,33.95666666666666,12.561972667673288,16.8,21.412222222222223,13.7,0.9964444444444445,1.7,sme_distressed,0.43284076459721543
NW000071,17995.809555555556,758.4267014095936,17046.76,20994.1,17429.91,-3.853094949993846,73.73111111111112,9.65755970345086,71.8,44.327777777777776,40.9,1.0036666666666667,1.75,near_retiree,0.042144628118464214
NW000072,9725.357555555554,725.3847078066925,8849.57,11967.55,9833.26,9.23391710910813,75.33,7.917388770536675,66.2,45.39222222222222,35.2,1.0033333333333334,1.74,stable_salaried,0.07458694486685692
NW000073,7573.828888888888,818.1214188319246,6829.64,10812.31,6829.64,-8.792562044696943,75.46,7.7412045051794935,84.0,45.284444444444446,42.4,1.0274444444444444,1.59,stable_salaried,0.10801952761728506
NW000074,6742.056888888889,680.0710046597902,5908.72,9335.5,6736.93,7.765649421739303,51.544444444444444,13.084042181231675,66.1,30.94777777777778,34.4,1.0156666666666667,1.56,sme_seasonal,0.10086995940075313
NW000075,16467.733,794.2021096255011,15184.94,19180.99,16811.58,9.392774334280006,71.83,8.13668968937145,69.4,43.52111111111111,44.5,1.0166666666666666,1.48,near_retiree,0.048227774255600396
NW000076,16041.572555555556,814.7206655079733,14619.1,19174.02,16092.93,10.236605918426118,72.83,8.87148506119529,61.2,42.75333333333334,38.7,0.9665555555555555,1.48,near_retiree,0.05078807970268583
NW000077,7259.889666666666,782.6094982373698,6230.9,9988.91,6397.36,-9.256598510104125,68.33,8.223349190573899,70.2,41.14555555555555,40.9,1.006888888888889,1.61,near_retiree,0.10779908981684294
NW000078,10254.82288888889,639.3448436621688,9668.32,12950.92,9759.01,-6.390424990739591,77.25999999999999,7.6068833405872205,78.3,46.635555555555555,55.2,0.9528888888888889,1.5,stable_salaried,0.06234577140819268
NW000079,1370.4154444444443,691.981019263236,546.73,3598.77,1721.44,8.73593554759846,37.61666666666667,14.255692732410406,30.2,21.995555555555555,21.6,0.979,1.51,gig_worker,0.5049425136504936
NW000080,9156.91211111111,772.0152663558563,8193.65,12014.08,8193.65,-14.642438737292727,77.77444444444444,7.136888837032549,76.6,45.76777777777778,44.4,1.0382222222222222,1.51,stable_salaried,0.08430956385603869
NW000081,5701.085111111111,641.2406299137904,5087.78,8260.65,5633.47,-4.635712227847083,52.69555555555556,14.3651021507071,41.0,31.7,25.7,0.9947777777777778,1.58,sme_seasonal,0.11247694384776796
NW000082,2578.139888888889,757.6764880270315,1842.48,5229.31,1842.48,-8.592578919208144,52.14333333333333,10.004460241267449,49.3,32.03,33.8,1.0381111111111112,1.71,young_professional,0.2938849405699123
NW000083,2650.555888888889,718.3854437367145,2111.03,5296.33,2640.68,1.0661830678684472,44.36666666666667,10.783747654834384,53.5,26.46222222222222,36.0,0.9728888888888889,1.52,stretched_salaried,0.2710319924768163
NW000084,10182.614666666666,763.4133452074954,9442.34,12713.99,9491.42,-8.769929127052782,76.28777777777778,8.226305132308047,82.5,45.715555555555554,51.8,1.0050000000000001,1.66,stable_salaried,0.07497223161223705
NW000085,2697.142555555555,724.8816526413763,1924.51,5762.5,2905.87,9.149696258797388,43.413333333333334,12.7647794930276,54.5,25.74,34.8,0.9797777777777779,1.49,stretched_salaried,0.2687591173659954
NW000086,939.5511111111111,715.8553517193739,207.89,3443.91,983.32,7.913188953368724,31.034444444444443,12.383126986248387,34.4,19.297777777777778,19.1,0.9878888888888888,1.73,stretched_salaried,0.7619120910546365
NW000087,20220.72911111111,730.6017658554559,19248.37,23023.96,20483.38,5.9433844507552,75.78555555555555,9.777738544070646,80.3,46.25666666666667,47.0,1.0044444444444445,1.6,near_retiree,0.03613132651354282
NW000088,2470.628111111111,748.2667794112934,2032.43,4943.88,2220.21,-0.2516971642589856,54.29555555555556,10.694090682736276,55.3,33.16111111111111,28.7,1.0026666666666666,1.52,young_professional,0.30286499859939536
NW000089,2983.812777777778,854.8686892885391,1883.51,5864.14,3149.1,12.342461126888093,48.18444444444445,14.536137928200375,52.4,29.68888888888889,39.3,0.9871111111111112,1.55,sme_seasonal,0.28650212092905186
NW000090,4049.6444444444446,625.3892949018064,3117.01,6672.94,3210.85,-9.679850187265915,49.964444444444446,15.477989527075202,37.3,30.385555555555552,30.7,0.9795555555555555,1.55,freelancer,0.15443066755150678
NW000091,8768.456555555555,666.5857744669552,7998.37,11759.94,9064.52,12.027230275342582,74.65111111111112,8.277806315881396,55.1,44.215555555555554,25.5,0.9845555555555555,1.5,stable_salaried,0.07602087895897905
NW000092,15446.69788888889,828.0869443353408,14159.25,18518.65,16274.18,14.01543458040076,73.47666666666666,10.275814847812159,75.4,43.28888888888889,43.2,1.0,1.69,near_retiree,0.05360931833404989
NW000093,13738.013222222222,753.1378578415904,12736.25,16709.4,13753.05,8.429212577684412,71.59333333333333,8.790045442226365,56.7,42.97,35.1,0.9925555555555555,1.6,near_retiree,0.054821453849188025
NW000094,3715.820888888889,738.4918200723743,3128.39,6307.26,3399.92,0.4825693707041832,46.83888888888889,14.068322008854468,58.5,28.27777777777778,39.5,1.0054444444444444,1.56,freelancer,0.19874257725409347
NW000095,15505.726111111113,695.0850631732098,14503.49,18423.23,14897.27,-3.745547269210286,73.43777777777777,8.925944733655067,73.0,43.95,38.2,1.0479999999999998,1.71,near_retiree,0.04482763710595435
NW000096,5558.021,691.9840287499828,4598.26,8099.07,6215.1,13.022794336749389,55.675555555555555,13.926954796817903,82.3,33.28777777777778,56.4,0.9782222222222223,1.68,freelancer,0.12450187373347148
NW000097,6327.587777777778,839.4603733254888,5355.12,9351.83,6666.98,13.401921224842567,54.9,15.190616559596062,39.1,33.32333333333333,28.8,0.9482222222222223,1.49,freelancer,0.13266672906121324
NW000098,1926.409888888889,717.8809694854891,1190.94,4296.49,2087.25,7.455617154381181,40.364444444444445,14.225837477459145,32.2,24.59,16.3,0.9623333333333334,1.55,gig_worker,0.372652244792798
NW000099,9101.21611111111,710.4391537375728,8455.32,11909.47,8455.32,-5.832086018850053,76.80666666666667,8.144658413595826,61.6,46.15888888888889,39.9,0.9908888888888889,1.46,stable_salaried,0.07805980487269626
NW000100,5555.903444444444,546.3913020495644,5094.63,7850.8,5569.76,1.6362974029715394,72.25555555555556,7.169569136147755,68.0,42.12444444444444,33.1,0.9770000000000001,1.55,stable_salaried,0.09834427605035533
NW000101,9466.922777777778,791.1748276449001,8462.81,12365.25,9853.82,13.170653907889854,76.81555555555555,7.9255653909700206,86.0,45.88333333333333,45.5,1.0014444444444444,1.67,stable_salaried,0.08357254476629594
NW000102,4316.568888888889,667.1665130099816,3807.4,7033.33,4007.38,-0.3588010042392237,59.062222222222225,10.690545836726066,40.9,34.91222222222222,19.7,1.045777777777778,1.75,young_professional,0.15455944992035428
NW000103,3092.712666666667,704.6529940584269,2509.74,5904.98,3112.31,2.993956620158855,45.06444444444445,11.633903487739937,60.3,27.92222222222222,41.2,1.0125555555555554,1.59,stretched_salaried,0.22784302003001902
NW000104,4145.048444444445,754.8620524797611,3277.02,6792.14,3580.73,-7.894270897641682,50.105555555555554,14.824337422797983,33.1,30.689999999999998,14.0,1.0015555555555555,1.66,freelancer,0.18211175637560836
NW000105,2744.0015555555556,836.946204109221,2191.46,5648.71,2195.03,-6.579401901469322,41.474444444444444,11.700615187044901,54.4,25.69111111111111,28.1,0.9126666666666666,1.43,sme_distressed,0.30500937669467587
NW000106,2644.484222222222,611.8069741476314,2108.14,4827.21,2537.36,3.750532658352885,43.53777777777778,11.652694897620412,52.5,26.385555555555552,25.9,1.028,1.53,stretched_salaried,0.2313520984570351
NW000107,3019.1628888888886,749.1717553093935,2218.35,5680.79,2943.2,8.992214512079679,44.282222222222224,14.787145782722932,36.0,26.55111111111111,23.9,1.0435555555555556,1.51,gig_worker,0.24813889905261238
NW000108,17996.394,808.2092226364451,16838.31,21057.47,18199.81,9.595352018767759,72.57555555555555,8.689685363139567,86.2,43.56333333333333,54.2,1.024,1.7,near_retiree,0.044909509240375886
NW000109,1779.2432222222224,843.0529947579805,851.17,4533.64,958.91,-14.284649380581971,35.46666666666667,13.522208117003322,35.6,20.513333333333335,19.4,0.9968888888888888,1.68,stretched_salaried,0.47382672825642813
NW000110,8555.154444444444,708.1306625162885,7757.33,11380.44,8730.26,8.948437584886983,74.79888888888888,7.2513074287136545,72.0,44.45444444444445,31.7,1.015111111111111,1.52,stable_salaried,0.08277239962349658
NW000111,2024.0163333333333,786.840319712079,1014.86,4478.39,1224.79,-15.391871836029136,38.26888888888889,13.794231365910887,24.9,22.446666666666665,3.1,0.9992222222222223,1.69,stretched_salaried,0.38875196151023106
NW000112,9591.745888888889,747.785322642343,9023.74,12435.74,9585.05,5.253308885870633,75.63,9.401965488991106,68.2,45.35444444444445,39.7,0.9868888888888888,1.55,stable_salaried,0.07796133585112801
NW000113,1910.3465555555556,766.5267049536525,1135.71,4578.71,2255.14,10.58464460633,34.443333333333335,12.299356427851247,32.2,20.86111111111111,23.6,0.9881111111111112,1.66,sme_distressed,0.4012500782774127
NW000114,8074.711777777777,880.3024545742159,6689.08,10962.32,7322.11,-17.388980532576124,55.39222222222222,14.33696587538173,20.9,32.23555555555556,14.1,0.9942222222222222,1.59,sme_seasonal,0.10901967510430223
NW000115,3219.9607777777774,701.1200544573728,2483.11,5960.96,2608.42,-9.159121784582457,55.56555555555555,9.713550839554461,52.7,34.37555555555556,30.8,0.963,1.6,young_professional,0.21774179961944864
NW000116,5701.580111111111,654.9872641861481,4583.25,8002.43,4742.3,-3.4247177017739325,51.346666666666664,12.342592738384344,38.6,31.065555555555555,12.4,0.9923333333333334,1.58,sme_seasonal,0.11487820067804075
NW000117,980.3648888888888,662.5273551414022,221.96,3333.84,879.68,2.569335144256491,40.51888888888889,12.317137913980261,33.9,24.60222222222222,22.3,1.017,1.58,sme_seasonal,0.6757966984030686
NW000118,10006.428555555554,791.5105012421133,9486.42,12742.05,9767.91,-1.3077465530724046,78.28444444444445,6.787064880188648,78.9,47.271111111111104,47.6,0.997,1.52,stable_salaried,0.07910020012111792
NW000119,9178.623555555556,749.0016774321704,8405.65,11900.77,8783.56,-3.5832952216323477,57.925555555555555,11.785275150035629,47.8,35.455555555555556,22.6,1.0114444444444444,1.6,sme_seasonal,0.08160283215655154
NW000120,4549.585222222222,719.0644806207575,3950.28,7277.29,4708.53,5.539637074535927,49.75666666666667,14.128289017492449,45.9,28.931111111111115,22.6,1.044111111111111,1.67,freelancer,0.15805055746807928
NW000121,6194.435888888888,785.5043920787737,5194.15,8949.23,6467.11,9.335240811622784,51.11777777777778,13.678898518125045,50.7,31.846666666666664,43.3,0.9937777777777778,1.7,sme_seasonal,0.1268080590660002
NW000122,4578.439222222222,720.7527031790016,3678.68,7377.0,4945.05,9.760124542124537,49.70111111111112,12.766410408044099,37.5,30.25222222222222,22.9,1.0437777777777777,1.61,sme_seasonal,0.15742323272103462
NW000123,2123.7854444444447,835.914789944258,1237.47,4906.28,1264.25,-10.40029427501338,39.833333333333336,12.939982460089187,15.1,23.47555555555556,9.8,1.0248888888888887,1.54,stretched_salaried,0.39359662819561453
NW000124,7595.2444444444445,722.2803736094268,6935.22,10240.37,7598.72,3.9896038194015184,71.95,8.550198762391698,75.0,43.60888888888889,46.6,1.0007777777777778,1.6,stable_salaried,0.0950963960268244
NW000125,1632.8624444444445,677.6815894714598,1158.88,4442.88,1212.06,-4.3478011277112465,35.96666666666667,12.659747765384038,30.2,21.383333333333333,13.0,1.009111111111111,1.49,stretched_salaried,0.4150267475237513
NW000126,1583.8705555555557,702.0990855427119,1106.08,4259.88,1358.36,-0.7837987405852578,39.52333333333333,14.303626082260527,22.6,22.51888888888889,18.7,0.9817777777777777,1.56,gig_worker,0.44328059706649753
NW000127,3602.4345555555556,626.0612582371876,2880.3,5842.25,3054.33,-1.6089134461044674,47.63777777777777,12.022129200431186,44.2,28.988888888888887,32.5,0.9435555555555556,1.79,sme_seasonal,0.17378837799334804
NW000128,3253.2461111111115,832.0491030652415,2243.78,6260.27,3252.03,6.318090216899201,46.30111111111111,15.183488181518179,46.6,26.796666666666663,31.7,1.011111111111111,1.6,sme_seasonal,0.2557596550176353
NW000129,8307.073666666667,758.2726566695502,7356.09,10986.66,7489.25,-11.38191900234601,74.50111111111111,8.536669013888503,68.9,44.22222222222222,36.8,0.9813333333333333,1.52,stable_salaried,0.09128035781267099
NW000130,2993.6837777777773,630.5505391529036,2368.03,5287.35,3145.54,5.803756183891003,45.21666666666667,14.872146124116677,68.5,27.643333333333334,32.2,1.0302222222222222,1.58,freelancer,0.21062696863092323
NW000131,3129.539777777778,763.5461131567653,2056.6,5709.78,3461.03,13.239878503518941,46.89555555555556,12.960735094209442,24.5,28.574444444444442,15.4,1.083222222222222,1.63,gig_worker,0.24398031895250225
NW000132,2300.9994444444446,689.6601063565209,1792.86,4940.39,2043.14,-5.368499403218507,38.632222222222225,13.300543435529223,16.8,23.49777777777778,10.3,1.0162222222222221,1.57,stretched_salaried,0.2997219786478623
