date,segment,median_balance,mean_fhs,pct_fhs_danger
2026-06-17,stretched_salaried,1830.9,38.6,37.9
2026-06-18,stretched_salaried,1843.3,40.4,32.9
2026-06-19,stretched_salaried,1838.62,37.9,42.1
2026-06-20,stretched_salaried,1862.08,36.8,45.7
2026-06-21,stretched_salaried,1884.5,37.7,44.3
2026-06-22,stretched_salaried,1855.32,36.7,45.7
2026-06-23,stretched_salaried,1841.92,38.6,41.4
2026-06-24,stretched_salaried,1888.18,37.2,39.3
2026-06-25,stretched_salaried,3658.09,48.9,11.4
2026-06-26,stretched_salaried,3729.19,49.3,12.9
2026-06-27,stretched_salaried,3736.29,48.9,18.6
2026-06-28,stretched_salaried,3756.92,49.1,13.6
2026-06-29,stretched_salaried,1829.3,38.8,36.4
2026-06-30,stretched_salaried,1833.18,38.8,38.6
2026-07-01,stretched_salaried,1805.67,37.9,35.7
2026-07-02,stretched_salaried,1833.7,37.0,45.7
2026-07-03,stretched_salaried,1824.54,37.7,36.4
2026-07-04,stretched_salaried,1792.3,39.0,35.7
2026-07-05,stretched_salaried,1835.4,39.8,35.7
2026-07-06,stretched_salaried,1819.47,37.5,45.7
2026-07-07,stretched_salaried,1834.17,38.2,45.7
2026-07-08,stretched_salaried,1865.0,39.8,31.4
2026-07-09,stretched_salaried,1810.74,37.6,38.6
2026-07-10,stretched_salaried,1854.71,38.9,38.6
2026-07-11,stretched_salaried,1836.56,38.0,44.3
2026-07-12,stretched_salaried,1768.55,37.6,44.3
2026-07-13,stretched_salaried,1785.55,37.7,38.6
2026-07-14,stretched_salaried,1799.86,38.7,45.7
2026-07-15,stretched_salaried,1810.36,36.9,49.3
2026-07-16,stretched_salaried,1773.84,38.3,38.6
2026-07-17,stretched_salaried,1817.52,37.9,35.7
2026-07-18,stretched_salaried,1837.56,39.7,35.7
2026-07-19,stretched_salaried,1800.02,37.8,39.3
2026-07-20,stretched_salaried,1759.72,37.1,47.1
2026-07-21,stretched_salaried,1789.5,39.6,36.4
2026-07-22,stretched_salaried,1768.03,36.7,44.3
2026-07-23,stretched_salaried,1756.86,38.5,40.7
2026-07-24,stretched_salaried,1797.9,39.4,35.0
2026-07-25,stretched_salaried,3709.24,48.7,14.3
2026-07-26,stretched_salaried,3599.23,48.7,13.6
2026-07-27,stretched_salaried,3908.78,49.3,17.1
2026-07-28,stretched_salaried,3695.56,48.3,15.7
2026-07-29,stretched_salaried,1764.0,39.8,33.6
2026-07-30,stretched_salaried,1763.89,37.4,45.7
2026-07-31,stretched_salaried,1803.14,37.3,38.6
2026-08-01,stretched_salaried,1787.98,38.8,42.9
2026-08-02,stretched_salaried,1852.82,39.1,39.3
2026-08-03,stretched_salaried,1758.02,38.6,40.7
2026-08-04,stretched_salaried,1815.45,38.1,45.7
2026-08-05,stretched_salaried,1767.96,37.9,40.7
2026-08-06,stretched_salaried,1833.6,38.9,35.7
2026-08-07,stretched_salaried,1779.2,38.1,41.4
2026-08-08,stretched_salaried,1807.78,38.7,39.3
2026-08-09,stretched_salaried,1786.13,37.6,47.1
2026-08-10,stretched_salaried,1806.68,39.8,35.0
2026-08-11,stretched_salaried,1837.26,38.4,39.3
2026-08-12,stretched_salaried,1825.44,40.1,35.7
2026-05-15,gig_worker,2054.18,41.2,36.8
2026-05-16,gig_worker,2080.8,43.1,26.3
2026-05-17,gig_worker,2066.07,43.6,28.1
2026-05-18,gig_worker,2030.52,44.2,22.8
2026-05-19,gig_worker,2056.4,40.1,35.1
2026-05-20,gig_worker,2075.15,43.4,28.9
2026-05-21,gig_worker,2100.73,39.1,38.6
2026-05-22,gig_worker,2058.61,42.7,32.5
2026-05-23,gig_worker,2106.23,42.1,29.8
2026-05-24,gig_worker,2110.99,42.7,26.3
2026-05-25,gig_worker,4118.52,48.5,20.2
2026-05-26,gig_worker,3959.88,50.6,14.0
2026-05-27,gig_worker,4083.54,53.8,14.9
2026-05-28,gig_worker,4226.12,52.9,11.4
2026-05-29,gig_worker,2201.06,42.5,36.8
2026-05-30,gig_worker,2079.6,42.7,28.9
2026-05-31,gig_worker,2112.6,41.7,29.8
2026-06-01,gig_worker,2045.24,39.1,37.7
2026-06-02,gig_worker,2106.56,41.7,34.2
2026-06-03,gig_worker,2122.41,44.4,29.8
2026-06-04,gig_worker,2102.48,40.4,33.3
2026-06-05,gig_worker,2131.74,43.3,31.6
2026-06-06,gig_worker,2106.07,41.1,33.3
2026-06-07,gig_worker,2176.22,44.4,30.7
2026-06-08,gig_worker,2163.95,41.1,39.5
2026-06-09,gig_worker,2154.09,45.1,28.1
2026-06-10,gig_worker,2168.22,42.2,31.6
2026-06-11,gig_worker,2158.06,42.2,35.1
2026-06-12,gig_worker,2214.48,42.2,26.3
2026-06-13,gig_worker,2164.41,42.1,28.9
2026-06-14,gig_worker,2159.11,42.1,33.3
2026-06-15,gig_worker,2178.04,44.1,28.9
2026-06-16,gig_worker,2166.84,43.9,26.3
2026-06-17,gig_worker,2167.16,39.6,34.2
2026-06-18,gig_worker,2154.9,42.4,28.1
2026-06-19,gig_worker,2195.36,43.2,30.7
2026-06-20,gig_worker,2183.72,40.1,39.5
2026-06-21,gig_worker,2193.2,42.2,31.6
2026-06-22,gig_worker,2196.33,43.6,28.1
2026-06-23,gig_worker,2218.93,40.5,39.5
2026-06-24,gig_worker,2226.72,42.1,34.2
2026-06-25,gig_worker,4067.59,50.5,15.8
2026-06-26,gig_worker,4023.15,49.5,21.1
2026-06-27,gig_worker,4132.7,50.9,14.0
2026-06-28,gig_worker,3803.84,50.5,14.9
2026-06-29,gig_worker,2257.88,42.9,31.6
2026-06-30,gig_worker,2300.61,40.7,36.0
2026-07-01,gig_worker,2245.56,43.1,30.7
2026-07-02,gig_worker,2250.88,42.3,31.6
2026-07-03,gig_worker,2262.19,41.9,32.5
2026-07-04,gig_worker,2299.94,43.8,28.1
2026-07-05,gig_worker,2274.32,41.5,35.1
2026-07-06,gig_worker,2303.11,40.9,32.5
2026-07-07,gig_worker,2307.52,39.4,42.1
2026-07-08,gig_worker,2340.36,44.7,28.9
2026-07-09,gig_worker,2251.52,42.3,34.2
2026-07-10,gig_worker,2319.57,41.8,28.9
2026-07-11,gig_worker,2319.96,41.0,33.3
2026-07-12,gig_worker,2293.12,41.8,36.0
2026-07-13,gig_worker,2371.3,43.2,36.0
2026-07-14,gig_worker,2360.06,43.6,25.4
2026-07-15,gig_worker,2319.5,43.0,29.8
2026-07-16,gig_worker,2337.24,40.7,36.8
2026-07-17,gig_worker,2285.59,40.9,35.1
2026-07-18,gig_worker,2278.38,40.3,39.5
2026-07-19,gig_worker,2319.4,43.1,31.6
2026-07-20,gig_worker,2361.6,38.5,45.6
2026-07-21,gig_worker,2293.02,39.1,36.0
2026-07-22,gig_worker,2334.96,41.4,36.8
2026-07-23,gig_worker,2343.35,39.5,39.5
2026-07-24,gig_worker,2354.34,41.6,35.1
2026-07-25,gig_worker,4082.96,51.0,13.2
2026-07-26,gig_worker,4022.26,50.5,14.9
2026-07-27,gig_worker,4077.44,49.8,13.2
2026-07-28,gig_worker,4080.55,52.9,12.3
2026-07-29,gig_worker,2384.84,42.3,29.8
2026-07-30,gig_worker,2320.18,44.3,27.2
2026-07-31,gig_worker,2295.32,42.0,32.5
2026-08-01,gig_worker,2374.53,40.2,35.1
2026-08-02,gig_worker,2290.4,43.7,28.1
2026-08-03,gig_worker,2218.83,41.9,31.6
2026-08-04,gig_worker,2304.96,44.4,30.7
2026-08-05,gig_worker,2323.14,41.8,34.2
2026-08-06,gig_worker,2289.12,40.7,40.4
2026-08-07,gig_worker,2227.54,38.8,43.9
2026-08-08,gig_worker,2303.0,41.7,33.3
2026-08-09,gig_worker,2219.61,41.1,34.2
2026-08-10,gig_worker,2235.53,40.1,31.6
2026-08-11,gig_worker,2267.4,40.8,37.7
2026-08-12,gig_worker,2313.84,38.8,41.2
2026-05-15,freelancer,3568.47,48.7,17.3
2026-05-16,freelancer,3500.62,47.8,19.4
2026-05-17,freelancer,3369.15,48.8,15.3
2026-05-18,freelancer,3268.06,49.6,18.4
2026-05-19,freelancer,3450.05,46.1,21.4
2026-05-20,freelancer,3380.17,47.9,22.4
2026-05-21,freelancer,3392.2,45.7,22.4
2026-05-22,freelancer,3366.98,45.8,25.5
2026-05-23,freelancer,3345.88,48.1,20.4
2026-05-24,freelancer,3381.35,48.8,18.4
2026-05-25,freelancer,5421.02,52.5,14.3
2026-05-26,freelancer,5240.81,52.9,13.3
2026-05-27,freelancer,5122.12,54.5,12.2
2026-05-28,freelancer,5352.36,55.4,11.2
2026-05-29,freelancer,3333.28,49.3,18.4
2026-05-30,freelancer,3371.05,49.8,21.4
2026-05-31,freelancer,3410.06,43.9,32.7
2026-06-01,freelancer,3367.7,50.7,18.4
2026-06-02,freelancer,3380.8,49.6,22.4
2026-06-03,freelancer,3462.07,47.4,21.4
2026-06-04,freelancer,3245.46,47.4,27.6
2026-06-05,freelancer,3458.6,49.1,24.5
2026-06-06,freelancer,3334.1,49.6,18.4
2026-06-07,freelancer,3407.2,47.1,27.6
2026-06-08,freelancer,3503.73,51.0,11.2
2026-06-09,freelancer,3330.04,48.4,23.5
2026-06-10,freelancer,3379.76,47.8,22.4
2026-06-11,freelancer,3311.0,47.4,26.5
2026-06-12,freelancer,3321.34,49.3,18.4
2026-06-13,freelancer,3512.36,50.7,14.3
2026-06-14,freelancer,3403.56,47.6,17.3
2026-06-15,freelancer,3382.12,48.9,19.4
2026-06-16,freelancer,3419.47,47.3,23.5
2026-06-17,freelancer,3440.56,48.7,25.5
2026-06-18,freelancer,3403.58,50.2,12.2
2026-06-19,freelancer,3407.6,50.2,16.3
2026-06-20,freelancer,3429.77,50.6,17.3
2026-06-21,freelancer,3366.92,48.4,26.5
2026-06-22,freelancer,3397.21,48.8,20.4
2026-06-23,freelancer,3372.08,47.6,21.4
2026-06-24,freelancer,3374.66,45.2,29.6
2026-06-25,freelancer,5265.61,52.8,14.3
2026-06-26,freelancer,5225.62,53.3,11.2
2026-06-27,freelancer,5148.36,54.8,11.2
2026-06-28,freelancer,5185.33,52.1,17.3
2026-06-29,freelancer,3410.12,49.4,25.5
2026-06-30,freelancer,3469.17,45.9,18.4
2026-07-01,freelancer,3511.37,46.9,28.6
2026-07-02,freelancer,3434.59,48.6,21.4
2026-07-03,freelancer,3493.12,48.8,21.4
2026-07-04,freelancer,3455.43,50.0,17.3
2026-07-05,freelancer,3450.06,49.8,18.4
2026-07-06,freelancer,3448.14,48.4,23.5
2026-07-07,freelancer,3383.36,47.8,19.4
2026-07-08,freelancer,3361.5,49.5,21.4
2026-07-09,freelancer,3345.98,49.3,21.4
2026-07-10,freelancer,3465.73,48.3,20.4
2026-07-11,freelancer,3394.4,50.2,11.2
2026-07-12,freelancer,3438.99,50.6,16.3
2026-07-13,freelancer,3339.0,47.0,21.4
2026-07-14,freelancer,3340.74,47.2,19.4
2026-07-15,freelancer,3448.25,45.5,23.5
2026-07-16,freelancer,3535.3,47.4,15.3
2026-07-17,freelancer,3420.91,47.5,17.3
2026-07-18,freelancer,3422.02,51.3,11.2
2026-07-19,freelancer,3421.57,48.5,20.4
2026-07-20,freelancer,3413.4,47.7,20.4
2026-07-21,freelancer,3426.98,47.4,23.5
2026-07-22,freelancer,3485.54,50.4,20.4
2026-07-23,freelancer,3440.76,48.9,21.4
2026-07-24,freelancer,3444.48,48.3,19.4
2026-07-25,freelancer,5125.16,54.3,12.2
2026-07-26,freelancer,5211.4,53.7,14.3
2026-07-27,freelancer,5120.29,55.0,11.2
2026-07-28,freelancer,5342.41,54.1,10.2
2026-07-29,freelancer,3454.54,50.1,20.4
2026-07-30,freelancer,3426.38,48.6,23.5
2026-07-31,freelancer,3506.92,48.4,15.3
2026-08-01,freelancer,3415.16,49.4,19.4
2026-08-02,freelancer,3430.7,48.6,21.4
2026-08-03,freelancer,3411.79,49.8,18.4
2026-08-04,freelancer,3413.02,49.6,16.3
2026-08-05,freelancer,3503.32,47.1,20.4
2026-08-06,freelancer,3443.0,46.4,23.5
2026-08-07,freelancer,3391.46,47.2,23.5
2026-08-08,freelancer,3445.08,46.7,17.3
2026-08-09,freelancer,3466.26,47.2,21.4
2026-08-10,freelancer,3500.38,45.2,22.4
2026-08-11,freelancer,3566.44,49.8,16.3
2026-08-12,freelancer,3519.62,47.7,19.4
2026-05-15,young_professional,3173.59,55.8,1.5
2026-05-16,young_professional,3156.17,55.3,0.7
2026-05-17,young_professional,3163.99,54.0,2.2
2026-05-18,young_professional,3176.37,55.6,1.5
2026-05-19,young_professional,3193.21,55.4,3.0
2026-05-20,young_professional,3154.95,54.8,5.2
2026-05-21,young_professional,3155.78,55.4,2.2
2026-05-22,young_professional,3176.84,56.8,0.7
2026-05-23,young_professional,3157.01,54.7,2.2
2026-05-24,young_professional,3169.6,55.7,4.4
2026-05-25,young_professional,5174.42,62.2,0.7
2026-05-26,young_professional,4975.1,60.6,0.0
2026-05-27,young_professional,5155.23,60.1,0.0
2026-05-28,young_professional,5121.18,60.9,2.2
2026-05-29,young_professional,3234.65,55.2,3.0
2026-05-30,young_professional,3163.3,56.2,4.4
2026-05-31,young_professional,3167.27,54.8,3.7
2026-06-01,young_professional,3221.53,55.4,3.7
2026-06-02,young_professional,3202.56,55.3,3.0
2026-06-03,young_professional,3156.36,55.2,3.0
2026-06-04,young_professional,3139.48,55.7,3.0
2026-06-05,young_professional,3212.59,53.8,2.2
2026-06-06,young_professional,3157.22,55.0,2.2
2026-06-07,young_professional,3190.64,55.5,3.0
2026-06-08,young_professional,3166.35,54.5,2.2
2026-06-09,young_professional,3173.89,56.2,0.0
2026-06-10,young_professional,3150.22,55.5,2.2
2026-06-11,young_professional,3172.04,55.1,3.7
2026-06-12,young_professional,3171.43,55.6,2.2
2026-06-13,young_professional,3186.29,54.6,3.0
2026-06-14,young_professional,3172.43,54.7,3.7
2026-06-15,young_professional,3190.47,57.2,0.7
2026-06-16,young_professional,3177.18,54.6,3.0
2026-06-17,young_professional,3159.46,55.8,5.2
2026-06-18,young_professional,3159.69,54.2,1.5
2026-06-19,young_professional,3161.25,55.5,0.7
2026-06-20,young_professional,3128.79,56.4,1.5
2026-06-21,young_professional,3211.97,55.9,1.5
2026-06-22,young_professional,3210.64,55.8,2.2
2026-06-23,young_professional,3190.9,55.4,0.7
2026-06-24,young_professional,3171.96,56.5,1.5
2026-06-25,young_professional,5149.02,63.5,0.0
2026-06-26,young_professional,4973.24,61.4,2.2
2026-06-27,young_professional,5137.39,61.9,0.7
2026-06-28,young_professional,5050.91,62.6,0.7
2026-06-29,young_professional,3189.32,54.9,0.0
2026-06-30,young_professional,3204.2,54.8,3.0
2026-07-01,young_professional,3201.98,55.2,0.7
2026-07-02,young_professional,3174.81,54.9,2.2
2026-07-03,young_professional,3199.21,56.1,1.5
2026-07-04,young_professional,3172.84,55.7,3.0
2026-07-05,young_professional,3152.6,54.6,3.7
2026-07-06,young_professional,3163.28,55.0,0.0
2026-07-07,young_professional,3089.41,54.4,2.2
2026-07-08,young_professional,3090.63,54.4,3.0
2026-07-09,young_professional,3157.75,55.3,1.5
2026-07-10,young_professional,3125.5,55.4,2.2
2026-07-11,young_professional,3153.59,55.2,3.0
2026-07-12,young_professional,3156.78,54.3,3.7
2026-07-13,young_professional,3177.55,54.9,5.9
2026-07-14,young_professional,3121.52,55.2,0.7
2026-07-15,young_professional,3137.66,54.2,5.9
2026-07-16,young_professional,3154.34,54.8,3.7
2026-07-17,young_professional,3134.92,55.5,1.5
2026-07-18,young_professional,3144.91,55.2,1.5
2026-07-19,young_professional,3108.32,56.3,3.0
2026-07-20,young_professional,3119.36,54.6,3.0
2026-07-21,young_professional,3088.69,54.8,4.4
2026-07-22,young_professional,3114.11,55.6,4.4
2026-07-23,young_professional,3102.66,55.8,2.2
2026-07-24,young_professional,3107.07,55.9,2.2
2026-07-25,young_professional,4906.4,62.7,0.7
2026-07-26,young_professional,4946.43,60.0,1.5
2026-07-27,young_professional,5039.46,62.6,0.0
2026-07-28,young_professional,4867.24,62.1,1.5
2026-07-29,young_professional,3046.84,54.8,3.7
2026-07-30,young_professional,3056.87,55.0,4.4
2026-07-31,young_professional,3062.3,54.8,3.7
2026-08-01,young_professional,3074.43,54.5,2.2
2026-08-02,young_professional,3107.1,55.5,2.2
2026-08-03,young_professional,3022.66,55.3,0.7
2026-08-04,young_professional,3043.49,54.0,3.0
2026-08-05,young_professional,3079.84,55.1,4.4
2026-08-06,young_professional,3047.83,55.7,2.2
2026-08-07,young_professional,3064.46,55.1,5.2
2026-08-08,young_professional,3019.5,54.1,1.5
2026-08-09,young_professional,3022.99,54.1,4.4
2026-08-10,young_professional,3036.63,56.3,2.2
2026-08-11,young_professional,3078.12,53.3,2.2
2026-08-12,young_professional,3037.24,55.4,4.4
2026-05-15,near_retiree,14984.0,73.5,0.0
2026-05-16,near_retiree,15484.71,74.8,0.0
2026-05-17,near_retiree,15322.57,70.8,0.0
2026-05-18,near_retiree,15171.02,71.4,0.0
2026-05-19,near_retiree,15145.74,71.5,0.0
2026-05-20,near_retiree,14894.88,72.3,0.0
2026-05-21,near_retiree,15098.72,72.6,0.0
2026-05-22,near_retiree,15284.46,71.2,0.0
2026-05-23,near_retiree,15122.47,69.7,0.0
2026-05-24,near_retiree,15371.6,71.2,0.0
2026-05-25,near_retiree,16559.07,70.7,0.0
2026-05-26,near_retiree,17054.62,73.9,0.0
2026-05-27,near_retiree,16978.11,74.5,0.0
2026-05-28,near_retiree,17340.1,71.5,0.0
2026-05-29,near_retiree,15227.95,70.6,0.0
2026-05-30,near_retiree,15219.36,73.9,0.0
2026-05-31,near_retiree,15375.81,70.7,0.0
2026-06-01,near_retiree,15226.92,72.2,0.0
2026-06-02,near_retiree,14911.28,72.8,0.0
2026-06-03,near_retiree,15231.94,70.6,0.0
2026-06-04,near_retiree,15343.34,72.6,0.0
2026-06-05,near_retiree,15297.31,71.4,0.0
2026-06-06,near_retiree,15319.56,72.4,0.0
2026-06-07,near_retiree,15229.52,71.5,0.0
2026-06-08,near_retiree,15217.16,72.8,0.0
2026-06-09,near_retiree,15610.52,72.6,0.0
2026-06-10,near_retiree,15444.68,73.6,0.0
2026-06-11,near_retiree,15505.09,72.9,0.0
2026-06-12,near_retiree,15605.69,72.8,0.0
2026-06-13,near_retiree,15180.09,70.3,0.0
2026-06-14,near_retiree,15256.08,71.0,0.0
2026-06-15,near_retiree,15372.56,72.9,0.0
2026-06-16,near_retiree,15311.0,72.9,0.0
2026-06-17,near_retiree,15390.56,72.1,0.0
2026-06-18,near_retiree,15232.42,71.0,0.0
2026-06-19,near_retiree,15490.13,71.8,0.0
2026-06-20,near_retiree,15176.78,71.7,0.0
2026-06-21,near_retiree,15344.94,72.7,0.0
2026-06-22,near_retiree,15461.4,72.0,0.0
2026-06-23,near_retiree,15404.74,74.0,0.0
2026-06-24,near_retiree,15458.97,73.8,0.0
2026-06-25,near_retiree,17411.46,75.7,0.0
2026-06-26,near_retiree,16867.96,75.3,0.0
2026-06-27,near_retiree,16918.88,73.1,0.0
2026-06-28,near_retiree,17550.5,72.6,0.0
2026-06-29,near_retiree,15474.37,72.1,0.0
2026-06-30,near_retiree,15041.37,72.3,0.0
2026-07-01,near_retiree,15205.42,73.8,0.0
2026-07-02,near_retiree,15459.44,70.7,0.0
2026-07-03,near_retiree,15452.44,72.7,0.0
2026-07-04,near_retiree,15493.58,72.0,0.0
2026-07-05,near_retiree,15522.26,72.9,0.0
2026-07-06,near_retiree,15167.71,70.4,0.0
2026-07-07,near_retiree,15454.34,71.4,0.0
2026-07-08,near_retiree,15422.73,72.4,1.4
2026-07-09,near_retiree,15597.3,72.8,0.0
2026-07-10,near_retiree,15419.13,71.7,0.0
2026-07-11,near_retiree,15311.62,71.2,0.0
2026-07-12,near_retiree,15363.31,71.0,0.0
2026-07-13,near_retiree,15692.64,72.1,0.0
2026-07-14,near_retiree,15293.72,73.7,0.0
2026-07-15,near_retiree,15484.04,70.6,0.0
2026-07-16,near_retiree,15301.1,71.8,0.0
2026-07-17,near_retiree,15253.37,73.8,0.0
2026-07-18,near_retiree,15051.98,72.0,0.0
2026-07-19,near_retiree,15404.14,71.6,0.0
2026-07-20,near_retiree,15116.56,71.2,0.0
2026-07-21,near_retiree,15243.92,71.2,0.0
2026-07-22,near_retiree,15358.61,73.4,0.0
2026-07-23,near_retiree,15318.76,71.9,0.0
2026-07-24,near_retiree,15666.47,70.8,0.0
2026-07-25,near_retiree,17203.96,73.2,0.0
2026-07-26,near_retiree,16973.28,72.8,0.0
2026-07-27,near_retiree,17157.46,73.2,0.0
2026-07-28,near_retiree,17041.55,73.4,0.0
2026-07-29,near_retiree,15540.21,71.5,0.0
2026-07-30,near_retiree,15479.2,72.5,0.0
2026-07-31,near_retiree,15444.48,72.6,0.0
2026-08-01,near_retiree,15550.9,73.4,0.0
2026-08-02,near_retiree,15206.84,70.7,0.0
2026-08-03,near_retiree,15611.02,72.9,0.0
2026-08-04,near_retiree,15319.04,72.8,0.0
